n,data_inserimento,partito,valore
194,2023-05-30,Altri,6.3
195,2023-05-30,Partito Democratico,20.0
195,2023-05-30,Forza Italia,8.2
195,2023-05-30,Fratelli d'Italia,29.7
195,2023-05-30,Alleanza Verdi Sinistra,2.9
195,2023-05-30,Lega,9.0
195,2023-05-30,Movimento 5 Stelle,15.5
195,2023-05-30,+Europa,2.3
195,2023-05-30,Azione,4.3
195,2023-05-30,Italia Viva,2.8
195,2023-05-30,Altri,5.3
196,2023-05-29,Partito Democratico,19.3
196,2023-05-29,Forza Italia,7.4
196,2023-05-29,Fratelli d'Italia,29.7
196,2023-05-29,Alleanza Verdi Sinistra,2.5
196,2023-05-29,Lega,9.3
196,2023-05-29,Movimento 5 Stelle,16.0
196,2023-05-29,+Europa,2.3
196,2023-05-29,Azione,4.1
196,2023-05-29,Italia Viva,2.4
196,2023-05-29,Altri,1.7
197,2023-05-29,Partito Democratico,20.4
197,2023-05-29,Forza Italia,7.7
197,2023-05-29,Fratelli d'Italia,29.6
197,2023-05-29,Alleanza Verdi Sinistra,3.5
197,2023-05-29,Lega,8.2
197,2023-05-29,Movimento 5 Stelle,15.0
197,2023-05-29,+Europa,1.8
197,2023-05-29,Azione,3.5
197,2023-05-29,Italia Viva,3.0
197,2023-05-29,Altri,5.4
198,2023-05-23,Partito Democratico,20.9
198,2023-05-23,Forza Italia,6.7
198,2023-05-23,Fratelli d'Italia,29.7
198,2023-05-23,Alleanza Verdi Sinistra,3.5
198,2023-05-23,Lega,8.8
198,2023-05-23,Movimento 5 Stelle,16.0
198,2023-05-23,+Europa,2.2
198,2023-05-23,Azione,4.3
198,2023-05-23,Italia Viva,2.7
198,2023-05-23,Altri,3.6
199,2023-05-22,Partito Democratico,19.0
199,2023-05-22,Forza Italia,7.6
199,2023-05-22,Fratelli d'Italia,29.5
199,2023-05-22,Alleanza Verdi Sinistra,2.5
199,2023-05-22,Lega,9.4
199,2023-05-22,Movimento 5 Stelle,16.0
199,2023-05-22,+Europa,2.2
199,2023-05-22,Azione,4.0
199,2023-05-22,Italia Viva,2.4
199,2023-05-22,Altri,2.2
200,2023-05-22,Partito Democratico,19.8
200,2023-05-22,Forza Italia,8.3
200,2023-05-22,Fratelli d'Italia,29.4
200,2023-05-22,Alleanza Verdi Sinistra,3.0
200,2023-05-22,Lega,9.1
200,2023-05-22,Movimento 5 Stelle,15.7
200,2023-05-22,+Europa,2.4
200,2023-05-22,Azione,4.3
200,2023-05-22,Italia Viva,2.7
200,2023-05-22,Altri,5.3
201,2023-05-16,Partito Democratico,21.3
201,2023-05-16,Forza Italia,6.8
201,2023-05-16,Fratelli d'Italia,29.8
201,2023-05-16,Alleanza Verdi Sinistra,3.4
201,2023-05-16,Lega,8.6
201,2023-05-16,Movimento 5 Stelle,15.8
201,2023-05-16,+Europa,2.4
201,2023-05-16,Azione,4.1
201,2023-05-16,Italia Viva,2.7
201,2023-05-16,Altri,3.7
202,2023-05-15,Partito Democratico,19.2
202,2023-05-15,Forza Italia,7.5
202,2023-05-15,Fratelli d'Italia,29.3
202,2023-05-15,Alleanza Verdi Sinistra,2.3
202,2023-05-15,Lega,9.3
202,2023-05-15,Movimento 5 Stelle,16.1
202,2023-05-15,+Europa,2.4
202,2023-05-15,Azione,4.3
202,2023-05-15,Italia Viva,2.3
202,2023-05-15,Altri,2.2
203,2023-05-15,Partito Democratico,19.6
203,2023-05-15,Forza Italia,8.5
203,2023-05-15,Fratelli d'Italia,29.3
203,2023-05-15,Alleanza Verdi Sinistra,2.9
203,2023-05-15,Lega,9.0
203,2023-05-15,Movimento 5 Stelle,15.9
203,2023-05-15,+Europa,2.3
203,2023-05-15,Azione,4.5
203,2023-05-15,Italia Viva,2.6
203,2023-05-15,Altri,5.4
204,2023-05-11,Partito Democratico,19.6
204,2023-05-11,Forza Italia,6.8
204,2023-05-11,Fratelli d'Italia,28.8
204,2023-05-11,Alleanza Verdi Sinistra,2.5
204,2023-05-11,Lega,9.6
204,2023-05-11,Movimento 5 Stelle,16.2
204,2023-05-11,+Europa,2.2
204,2023-05-11,Azione,4.6
204,2023-05-11,Italia Viva,3.5
204,2023-05-11,Altri,5.2
205,2023-05-09,Partito Democratico,21.1
205,2023-05-09,Forza Italia,6.6
205,2023-05-09,Fratelli d'Italia,29.5
205,2023-05-09,Alleanza Verdi Sinistra,3.3
205,2023-05-09,Lega,9.0
205,2023-05-09,Movimento 5 Stelle,15.6
205,2023-05-09,+Europa,2.4
205,2023-05-09,Azione,4.1
205,2023-05-09,Italia Viva,2.8
205,2023-05-09,Altri,5.4
206,2023-05-08,Partito Democratico,18.9
206,2023-05-08,Forza Italia,7.4
206,2023-05-08,Fratelli d'Italia,29.6
206,2023-05-08,Alleanza Verdi Sinistra,2.4
206,2023-05-08,Lega,9.3
206,2023-05-08,Movimento 5 Stelle,16.1
206,2023-05-08,+Europa,2.5
206,2023-05-08,Azione,4.2
206,2023-05-08,Italia Viva,2.3
206,2023-05-08,Altri,4.4
207,2023-05-08,Partito Democratico,19.6
207,2023-05-08,Forza Italia,8.7
207,2023-05-08,Fratelli d'Italia,29.3
207,2023-05-08,Alleanza Verdi Sinistra,3.1
207,2023-05-08,Lega,8.9
207,2023-05-08,Movimento 5 Stelle,15.7
207,2023-05-08,+Europa,2.4
207,2023-05-08,Azione,4.6
207,2023-05-08,Italia Viva,2.5
207,2023-05-08,Altri,5.2
208,2023-05-08,Partito Democratico,19.6
208,2023-05-08,Forza Italia,8.7
208,2023-05-08,Fratelli d'Italia,29.3
208,2023-05-08,Alleanza Verdi Sinistra,3.1
208,2023-05-08,Lega,8.9
208,2023-05-08,Movimento 5 Stelle,15.7
208,2023-05-08,+Europa,2.4
208,2023-05-08,Azione,4.6
208,2023-05-08,Italia Viva,2.5
208,2023-05-08,Altri,5.2
209,2023-05-03,Partito Democratico,21.5
209,2023-05-03,Forza Italia,6.8
209,2023-05-03,Fratelli d'Italia,28.8
209,2023-05-03,Alleanza Verdi Sinistra,3.2
209,2023-05-03,Lega,9.0
209,2023-05-03,Movimento 5 Stelle,15.3
209,2023-05-03,+Europa,2.3
209,2023-05-03,Azione,4.3
209,2023-05-03,Italia Viva,2.5
209,2023-05-03,Altri,5.5
210,2023-05-02,Partito Democratico,18.7
210,2023-05-02,Forza Italia,7.7
210,2023-05-02,Fratelli d'Italia,29.6
210,2023-05-02,Alleanza Verdi Sinistra,2.3
210,2023-05-02,Lega,9.5
210,2023-05-02,Movimento 5 Stelle,15.9
210,2023-05-02,+Europa,2.5
210,2023-05-02,Azione,4.1
210,2023-05-02,Italia Viva,2.4
210,2023-05-02,Altri,2.0
211,2023-05-02,Partito Democratico,19.4
211,2023-05-02,Forza Italia,8.4
211,2023-05-02,Fratelli d'Italia,29.4
211,2023-05-02,Alleanza Verdi Sinistra,3.0
211,2023-05-02,Lega,9.0
211,2023-05-02,Movimento 5 Stelle,15.9
211,2023-05-02,+Europa,2.3
211,2023-05-02,Azione,4.5
211,2023-05-02,Italia Viva,2.6
211,2023-05-02,Altri,5.5
212,2023-04-28,Partito Democratico,20.1
212,2023-04-28,Forza Italia,7.1
212,2023-04-28,Fratelli d'Italia,29.0
212,2023-04-28,Alleanza Verdi Sinistra,1.9
212,2023-04-28,Lega,9.5
212,2023-04-28,Movimento 5 Stelle,15.7
212,2023-04-28,+Europa,2.1
212,2023-04-28,Azione,4.5
212,2023-04-28,Italia Viva,3.9
212,2023-04-28,Altri,6.2
213,2023-04-26,Partito Democratico,21.1
213,2023-04-26,Forza Italia,6.6
213,2023-04-26,Fratelli d'Italia,28.6
213,2023-04-26,Alleanza Verdi Sinistra,3.0
213,2023-04-26,Lega,9.3
213,2023-04-26,Movimento 5 Stelle,15.4
213,2023-04-26,+Europa,2.4
213,2023-04-26,Azione,4.4
213,2023-04-26,Italia Viva,2.4
213,2023-04-26,Altri,6.5
214,2023-04-24,Partito Democratico,20.7
214,2023-04-24,Forza Italia,8.0
214,2023-04-24,Fratelli d'Italia,29.0
214,2023-04-24,Alleanza Verdi Sinistra,3.3
214,2023-04-24,Lega,8.0
214,2023-04-24,Movimento 5 Stelle,16.5
214,2023-04-24,+Europa,2.3
214,2023-04-24,Italia Viva,5.2
214,2023-04-24,Altri,3.1
215,2023-04-24,Partito Democratico,19.6
215,2023-04-24,Forza Italia,8.3
215,2023-04-24,Fratelli d'Italia,29.3
215,2023-04-24,Alleanza Verdi Sinistra,3.1
215,2023-04-24,Lega,9.0
215,2023-04-24,Movimento 5 Stelle,15.7
215,2023-04-24,+Europa,2.4
215,2023-04-24,Azione,4.4
215,2023-04-24,Italia Viva,2.5
215,2023-04-24,Altri,5.7
216,2023-04-20,Partito Democratico,18.7
216,2023-04-20,Forza Italia,7.5
216,2023-04-20,Fratelli d'Italia,29.2
216,2023-04-20,Alleanza Verdi Sinistra,2.2
216,2023-04-20,Lega,9.7
216,2023-04-20,Movimento 5 Stelle,16.2
216,2023-04-20,+Europa,2.4
216,2023-04-20,Azione,4.3
216,2023-04-20,Italia Viva,2.5
216,2023-04-20,Altri,1.9
217,2023-04-18,Partito Democratico,21.0
217,2023-04-18,Forza Italia,6.3
217,2023-04-18,Fratelli d'Italia,29.0
217,2023-04-18,Alleanza Verdi Sinistra,3.1
217,2023-04-18,Lega,9.4
217,2023-04-18,Movimento 5 Stelle,15.4
217,2023-04-18,+Europa,2.3
217,2023-04-18,Azione,4.6
217,2023-04-18,Italia Viva,2.6
217,2023-04-18,Altri,5.0
218,2023-04-17,Partito Democratico,18.4
218,2023-04-17,Forza Italia,7.7
218,2023-04-17,Fratelli d'Italia,29.6
218,2023-04-17,Alleanza Verdi Sinistra,2.3
218,2023-04-17,Lega,8.9
218,2023-04-17,Movimento 5 Stelle,16.4
218,2023-04-17,+Europa,2.3
218,2023-04-17,Italia Viva,7.5
218,2023-04-17,Altri,4.4
219,2023-04-17,Partito Democratico,19.6
219,2023-04-17,Forza Italia,8.3
219,2023-04-17,Fratelli d'Italia,29.4
219,2023-04-17,Alleanza Verdi Sinistra,3.3
219,2023-04-17,Lega,8.9
219,2023-04-17,Movimento 5 Stelle,15.6
219,2023-04-17,+Europa,2.3
219,2023-04-17,Azione,6.9
219,2023-04-17,Altri,4.0
220,2023-04-12,Partito Democratico,20.7
220,2023-04-12,Forza Italia,6.5
220,2023-04-12,Fratelli d'Italia,29.3
220,2023-04-12,Alleanza Verdi Sinistra,3.2
220,2023-04-12,Lega,8.8
220,2023-04-12,Movimento 5 Stelle,15.1
220,2023-04-12,+Europa,2.4
220,2023-04-12,Altri,4.4
221,2023-04-11,Partito Democratico,18.4
221,2023-04-11,Forza Italia,7.5
221,2023-04-11,Fratelli d'Italia,29.4
221,2023-04-11,Alleanza Verdi Sinistra,2.1
221,2023-04-11,Lega,8.9
221,2023-04-11,Movimento 5 Stelle,16.7
221,2023-04-11,+Europa,2.3
221,2023-04-11,Italia Viva,7.7
221,2023-04-11,Altri,1.7
222,2023-04-11,Partito Democratico,19.8
222,2023-04-11,Forza Italia,8.1
222,2023-04-11,Fratelli d'Italia,29.7
222,2023-04-11,Alleanza Verdi Sinistra,3.1
222,2023-04-11,Lega,8.7
222,2023-04-11,Movimento 5 Stelle,15.4
222,2023-04-11,+Europa,2.1
222,2023-04-11,Azione,7.4
222,2023-04-11,Altri,4.1
223,2023-04-04,Partito Democratico,20.4
223,2023-04-04,Forza Italia,6.2
223,2023-04-04,Fratelli d'Italia,29.7
223,2023-04-04,Alleanza Verdi Sinistra,3.3
223,2023-04-04,Lega,8.4
223,2023-04-04,Movimento 5 Stelle,15.1
223,2023-04-04,+Europa,2.6
223,2023-04-04,Altri,4.7
224,2023-04-03,Partito Democratico,18.5
224,2023-04-03,Forza Italia,7.4
224,2023-04-03,Fratelli d'Italia,29.6
224,2023-04-03,Alleanza Verdi Sinistra,2.0
224,2023-04-03,Lega,9.0
224,2023-04-03,Movimento 5 Stelle,16.5
224,2023-04-03,+Europa,2.2
224,2023-04-03,Italia Viva,7.6
224,2023-04-03,Altri,4.4
225,2023-04-03,Partito Democratico,20.0
225,2023-04-03,Forza Italia,7.4
225,2023-04-03,Fratelli d'Italia,29.7
225,2023-04-03,Alleanza Verdi Sinistra,3.2
225,2023-04-03,Lega,8.6
225,2023-04-03,Movimento 5 Stelle,15.5
225,2023-04-03,+Europa,2.3
225,2023-04-03,Azione,7.3
225,2023-04-03,Italia Viva,0.0
225,2023-04-03,Altri,4.3
226,2023-03-31,Partito Democratico,20.5
226,2023-03-31,Forza Italia,7.0
226,2023-03-31,Fratelli d'Italia,28.7
226,2023-03-31,Alleanza Verdi Sinistra,2.8
226,2023-03-31,Lega,9.0
226,2023-03-31,Movimento 5 Stelle,15.0
226,2023-03-31,+Europa,2.1
226,2023-03-31,Azione,8.6
226,2023-03-31,Altri,5.8
227,2023-03-28,Partito Democratico,20.4
227,2023-03-28,Forza Italia,6.4
227,2023-03-28,Fratelli d'Italia,29.6
227,2023-03-28,Alleanza Verdi Sinistra,3.4
227,2023-03-28,Lega,8.0
227,2023-03-28,Movimento 5 Stelle,15.6
227,2023-03-28,+Europa,2.7
227,2023-03-28,Altri,4.2
228,2023-03-27,Partito Democratico,18.0
228,2023-03-27,Forza Italia,7.7
228,2023-03-27,Fratelli d'Italia,29.4
228,2023-03-27,Alleanza Verdi Sinistra,2.2
228,2023-03-27,Lega,9.0
228,2023-03-27,Movimento 5 Stelle,16.3
228,2023-03-27,+Europa,2.4
228,2023-03-27,Italia Viva,7.8
228,2023-03-27,Altri,1.9
229,2023-03-27,Partito Democratico,19.8
229,2023-03-27,Forza Italia,7.2
229,2023-03-27,Fratelli d'Italia,30.0
229,2023-03-27,Alleanza Verdi Sinistra,3.1
229,2023-03-27,Lega,8.8
229,2023-03-27,Movimento 5 Stelle,15.6
229,2023-03-27,+Europa,2.4
229,2023-03-27,Italia Viva,7.1
229,2023-03-27,Altri,4.2
230,2023-03-21,Partito Democratico,30.0
230,2023-03-21,Forza Italia,22.0
230,2023-03-21,Fratelli d'Italia,41.0
230,2023-03-21,Lega,26.0
230,2023-03-21,Movimento 5 Stelle,39.0
230,2023-03-21,Azione,18.0
230,2023-03-21,Italia Viva,14.0
230,2023-03-21,Altri,0.0
231,2023-03-21,Partito Democratico,20.4
231,2023-03-21,Forza Italia,6.3
231,2023-03-21,Fratelli d'Italia,30.3
231,2023-03-21,Alleanza Verdi Sinistra,3.2
231,2023-03-21,Lega,8.5
231,2023-03-21,Movimento 5 Stelle,15.3
231,2023-03-21,+Europa,2.5
231,2023-03-21,Altri,4.1
232,2023-03-20,Partito Democratico,18.0
232,2023-03-20,Forza Italia,7.5
232,2023-03-20,Fratelli d'Italia,29.5
232,2023-03-20,Alleanza Verdi Sinistra,2.0
232,2023-03-20,Lega,9.2
232,2023-03-20,Movimento 5 Stelle,16.4
232,2023-03-20,+Europa,2.3
232,2023-03-20,Italia Viva,7.7
232,2023-03-20,Altri,2.1
233,2023-03-20,Partito Democratico,19.6
233,2023-03-20,Forza Italia,7.2
233,2023-03-20,Fratelli d'Italia,30.1
233,2023-03-20,Alleanza Verdi Sinistra,3.0
233,2023-03-20,Lega,8.8
233,2023-03-20,Movimento 5 Stelle,15.8
233,2023-03-20,+Europa,2.5
233,2023-03-20,Italia Viva,7.2
233,2023-03-20,Altri,4.1
234,2023-03-20,Partito Democratico,19.0
234,2023-03-20,Forza Italia,7.2
234,2023-03-20,Fratelli d'Italia,30.3
234,2023-03-20,Alleanza Verdi Sinistra,3.5
234,2023-03-20,Lega,8.0
234,2023-03-20,Movimento 5 Stelle,16.8
234,2023-03-20,+Europa,2.0
234,2023-03-20,Italia Viva,6.2
234,2023-03-20,Altri,5.1
235,2023-03-15,Partito Democratico,20.3
235,2023-03-15,Forza Italia,6.5
235,2023-03-15,Fratelli d'Italia,29.2
235,2023-03-15,Alleanza Verdi Sinistra,2.6
235,2023-03-15,Lega,9.4
235,2023-03-15,Movimento 5 Stelle,15.0
235,2023-03-15,+Europa,2.2
235,2023-03-15,Azione,8.4
235,2023-03-15,Altri,3.5
236,2023-03-14,Partito Democratico,12.0
236,2023-03-14,Fratelli d'Italia,92.0
236,2023-03-14,Movimento 5 Stelle,18.0
236,2023-03-14,Italia Viva,46.0
236,2023-03-14,Altri,0.0
237,2023-03-14,Partito Democratico,19.8
237,2023-03-14,Forza Italia,6.4
237,2023-03-14,Fratelli d'Italia,30.3
237,2023-03-14,Alleanza Verdi Sinistra,3.2
237,2023-03-14,Lega,8.8
237,2023-03-14,Movimento 5 Stelle,16.1
237,2023-03-14,+Europa,2.2
237,2023-03-14,Altri,4.3
238,2023-03-13,Partito Democratico,18.6
238,2023-03-13,Forza Italia,7.4
238,2023-03-13,Fratelli d'Italia,30.6
238,2023-03-13,Alleanza Verdi Sinistra,2.8
238,2023-03-13,Lega,8.9
238,2023-03-13,Movimento 5 Stelle,16.0
238,2023-03-13,+Europa,2.4
238,2023-03-13,Italia Viva,7.4
238,2023-03-13,Altri,4.1
239,2023-03-07,Partito Democratico,19.0
239,2023-03-07,Forza Italia,6.6
239,2023-03-07,Fratelli d'Italia,30.7
239,2023-03-07,Alleanza Verdi Sinistra,3.0
239,2023-03-07,Lega,8.8
239,2023-03-07,Movimento 5 Stelle,15.7
239,2023-03-07,+Europa,2.1
239,2023-03-07,Altri,4.5
240,2023-03-06,Partito Democratico,18.0
240,2023-03-06,Forza Italia,7.2
240,2023-03-06,Fratelli d'Italia,29.2
240,2023-03-06,Alleanza Verdi Sinistra,2.2
240,2023-03-06,Lega,9.3
240,2023-03-06,Movimento 5 Stelle,16.8
240,2023-03-06,+Europa,2.3
240,2023-03-06,Italia Viva,7.6
240,2023-03-06,Altri,2.1
241,2023-03-06,Partito Democratico,31.0
241,2023-03-06,Forza Italia,24.0
241,2023-03-06,Fratelli d'Italia,44.0
241,2023-03-06,Lega,26.0
241,2023-03-06,Movimento 5 Stelle,41.0
241,2023-03-06,Azione,19.0
241,2023-03-06,Italia Viva,14.0
241,2023-03-06,Altri,0.0
242,2023-03-06,Partito Democratico,18.0
242,2023-03-06,Forza Italia,7.5
242,2023-03-06,Fratelli d'Italia,30.7
242,2023-03-06,Alleanza Verdi Sinistra,2.9
242,2023-03-06,Lega,8.8
242,2023-03-06,Movimento 5 Stelle,16.5
242,2023-03-06,+Europa,2.6
242,2023-03-06,Italia Viva,7.4
242,2023-03-06,Altri,3.9
243,2023-02-28,Partito Democratico,16.4
243,2023-02-28,Forza Italia,6.4
243,2023-02-28,Fratelli d'Italia,30.7
243,2023-02-28,Alleanza Verdi Sinistra,3.8
243,2023-02-28,Lega,8.7
243,2023-02-28,Movimento 5 Stelle,17.0
243,2023-02-28,+Europa,2.9
243,2023-02-28,Azione,3.6
243,2023-02-28,Italia Viva,3.6
243,2023-02-28,Altri,6.2
244,2023-02-27,Partito Democratico,16.6
244,2023-02-27,Forza Italia,7.5
244,2023-02-27,Fratelli d'Italia,28.5
244,2023-02-27,Alleanza Verdi Sinistra,2.7
244,2023-02-27,Lega,9.2
244,2023-02-27,Movimento 5 Stelle,17.3
244,2023-02-27,+Europa,2.7
244,2023-02-27,Italia Viva,7.6
244,2023-02-27,Altri,2.1
245,2023-02-27,Partito Democratico,17.2
245,2023-02-27,Forza Italia,7.7
245,2023-02-27,Fratelli d'Italia,31.0
245,2023-02-27,Alleanza Verdi Sinistra,3.2
245,2023-02-27,Lega,9.1
245,2023-02-27,Movimento 5 Stelle,16.8
245,2023-02-27,+Europa,2.5
245,2023-02-27,Azione,0.0
245,2023-02-27,Italia Viva,7.2
245,2023-02-27,Altri,5.3
246,2023-02-27,Partito Democratico,17.0
246,2023-02-27,Forza Italia,7.4
246,2023-02-27,Fratelli d'Italia,31.0
246,2023-02-27,Alleanza Verdi Sinistra,3.5
246,2023-02-27,Lega,8.6
246,2023-02-27,Movimento 5 Stelle,17.5
246,2023-02-27,+Europa,2.0
246,2023-02-27,Italia Viva,6.0
246,2023-02-27,Altri,4.2
247,2023-02-21,Partito Democratico,15.8
247,2023-02-21,Forza Italia,6.2
247,2023-02-21,Fratelli d'Italia,31.0
247,2023-02-21,Alleanza Verdi Sinistra,3.4
247,2023-02-21,Lega,9.3
247,2023-02-21,Movimento 5 Stelle,17.0
247,2023-02-21,+Europa,2.8
247,2023-02-21,Altri,7.1
248,2023-02-20,Partito Democratico,16.8
248,2023-02-20,Forza Italia,7.5
248,2023-02-20,Fratelli d'Italia,28.7
248,2023-02-20,Alleanza Verdi Sinistra,2.8
248,2023-02-20,Lega,8.9
248,2023-02-20,Movimento 5 Stelle,17.2
248,2023-02-20,+Europa,2.5
248,2023-02-20,Italia Viva,7.9
248,2023-02-20,Altri,2.2
249,2023-02-20,Partito Democratico,16.7
249,2023-02-20,Forza Italia,7.8
249,2023-02-20,Fratelli d'Italia,31.1
249,2023-02-20,Alleanza Verdi Sinistra,3.1
249,2023-02-20,Lega,9.2
249,2023-02-20,Movimento 5 Stelle,17.0
249,2023-02-20,+Europa,2.4
249,2023-02-20,Azione,0.0
249,2023-02-20,Italia Viva,7.4
249,2023-02-20,Altri,5.3
250,2023-02-15,Partito Democratico,15.1
250,2023-02-15,Forza Italia,6.1
250,2023-02-15,Fratelli d'Italia,31.0
250,2023-02-15,Alleanza Verdi Sinistra,3.6
250,2023-02-15,Lega,8.9
250,2023-02-15,Movimento 5 Stelle,17.7
250,2023-02-15,+Europa,2.8
250,2023-02-15,Altri,5.3
251,2023-02-14,Partito Democratico,17.1
251,2023-02-14,Forza Italia,8.0
251,2023-02-14,Fratelli d'Italia,30.6
251,2023-02-14,Alleanza Verdi Sinistra,3.3
251,2023-02-14,Lega,9.2
251,2023-02-14,Movimento 5 Stelle,16.7
251,2023-02-14,+Europa,2.5
251,2023-02-14,Altri,5.2
252,2023-02-13,Partito Democratico,16.5
252,2023-02-13,Forza Italia,7.1
252,2023-02-13,Fratelli d'Italia,28.7
252,2023-02-13,Alleanza Verdi Sinistra,3.0
252,2023-02-13,Lega,8.7
252,2023-02-13,Movimento 5 Stelle,17.6
252,2023-02-13,+Europa,2.8
252,2023-02-13,Italia Viva,8.3
252,2023-02-13,Altri,2.1
253,2023-02-07,Partito Democratico,14.8
253,2023-02-07,Forza Italia,6.4
253,2023-02-07,Fratelli d'Italia,30.6
253,2023-02-07,Alleanza Verdi Sinistra,3.5
253,2023-02-07,Lega,8.7
253,2023-02-07,Movimento 5 Stelle,17.5
253,2023-02-07,+Europa,3.0
253,2023-02-07,Azione,4.1
253,2023-02-07,Italia Viva,4.0
253,2023-02-07,Altri,5.4
254,2023-02-06,Partito Democratico,16.5
254,2023-02-06,Forza Italia,7.0
254,2023-02-06,Fratelli d'Italia,28.5
254,2023-02-06,Alleanza Verdi Sinistra,2.9
254,2023-02-06,Lega,8.6
254,2023-02-06,Movimento 5 Stelle,17.9
254,2023-02-06,+Europa,2.6
254,2023-02-06,Italia Viva,8.3
254,2023-02-06,Altri,2.2
255,2023-01-31,Partito Democratico,14.2
255,2023-01-31,Forza Italia,6.8
255,2023-01-31,Fratelli d'Italia,30.4
255,2023-01-31,Alleanza Verdi Sinistra,3.6
255,2023-01-31,Lega,9.0
255,2023-01-31,Movimento 5 Stelle,17.8
255,2023-01-31,+Europa,3.2
255,2023-01-31,Azione,4.1
255,2023-01-31,Italia Viva,4.1
255,2023-01-31,Altri,4.8
256,2023-01-30,Partito Democratico,16.6
256,2023-01-30,Forza Italia,7.4
256,2023-01-30,Fratelli d'Italia,28.6
256,2023-01-30,Alleanza Verdi Sinistra,2.8
256,2023-01-30,Lega,8.4
256,2023-01-30,Movimento 5 Stelle,17.6
256,2023-01-30,+Europa,2.5
256,2023-01-30,Azione,8.1
256,2023-01-30,Altri,5.0
257,2023-01-26,Partito Democratico,17.2
257,2023-01-26,Forza Italia,7.6
257,2023-01-26,Fratelli d'Italia,29.1
257,2023-01-26,Alleanza Verdi Sinistra,2.6
257,2023-01-26,Lega,8.5
257,2023-01-26,Movimento 5 Stelle,17.0
257,2023-01-26,+Europa,2.4
257,2023-01-26,Italia Viva,8.6
257,2023-01-26,Altri,6.4
258,2023-01-25,Forza Italia,6.8
258,2023-01-25,Fratelli d'Italia,30.5
258,2023-01-25,Alleanza Verdi Sinistra,4.1
258,2023-01-25,Lega,8.3
258,2023-01-25,Movimento 5 Stelle,18.2
258,2023-01-25,+Europa,2.0
258,2023-01-25,Azione,7.1
258,2023-01-25,Altri,5.5
259,2023-01-24,Partito Democratico,14.0
259,2023-01-24,Forza Italia,6.6
259,2023-01-24,Fratelli d'Italia,30.8
259,2023-01-24,Alleanza Verdi Sinistra,3.8
259,2023-01-24,Lega,8.5
259,2023-01-24,Movimento 5 Stelle,17.4
259,2023-01-24,+Europa,3.1
259,2023-01-24,Azione,4.1
259,2023-01-24,Italia Viva,4.1
259,2023-01-24,Altri,4.8
260,2023-01-23,Partito Democratico,16.4
260,2023-01-23,Forza Italia,7.2
260,2023-01-23,Fratelli d'Italia,29.1
260,2023-01-23,Alleanza Verdi Sinistra,3.0
260,2023-01-23,Lega,8.4
260,2023-01-23,Movimento 5 Stelle,17.3
260,2023-01-23,+Europa,2.6
260,2023-01-23,Italia Viva,8.1
260,2023-01-23,Altri,5.4
261,2023-01-23,Partito Democratico,15.5
261,2023-01-23,Forza Italia,7.7
261,2023-01-23,Fratelli d'Italia,31.0
261,2023-01-23,Alleanza Verdi Sinistra,3.2
261,2023-01-23,Lega,9.0
261,2023-01-23,Movimento 5 Stelle,17.4
261,2023-01-23,+Europa,2.6
261,2023-01-23,Azione,7.8
261,2023-01-23,Altri,5.8
262,2023-01-17,Partito Democratico,14.2
262,2023-01-17,Forza Italia,6.4
262,2023-01-17,Fratelli d'Italia,31.3
262,2023-01-17,Alleanza Verdi Sinistra,3.7
262,2023-01-17,Lega,8.3
262,2023-01-17,Movimento 5 Stelle,17.6
262,2023-01-17,+Europa,3.0
262,2023-01-17,Azione,3.9
262,2023-01-17,Italia Viva,3.9
262,2023-01-17,Altri,4.9
263,2023-01-16,Partito Democratico,16.3
263,2023-01-16,Forza Italia,7.1
263,2023-01-16,Fratelli d'Italia,28.8
263,2023-01-16,Alleanza Verdi Sinistra,3.2
263,2023-01-16,Lega,8.6
263,2023-01-16,Movimento 5 Stelle,17.5
263,2023-01-16,+Europa,2.5
263,2023-01-16,Italia Viva,8.0
263,2023-01-16,Altri,4.9
264,2023-01-16,Partito Democratico,15.2
264,2023-01-16,Forza Italia,7.6
264,2023-01-16,Fratelli d'Italia,31.0
264,2023-01-16,Alleanza Verdi Sinistra,3.5
264,2023-01-16,Lega,9.0
264,2023-01-16,Movimento 5 Stelle,17.6
264,2023-01-16,+Europa,2.5
264,2023-01-16,Italia Viva,7.6
264,2023-01-16,Altri,4.2
265,2023-01-16,Partito Democratico,16.7
265,2023-01-16,Forza Italia,7.0
265,2023-01-16,Fratelli d'Italia,28.2
265,2023-01-16,Alleanza Verdi Sinistra,1.9
265,2023-01-16,Lega,9.0
265,2023-01-16,Movimento 5 Stelle,17.5
265,2023-01-16,+Europa,2.5
265,2023-01-16,Azione,8.3
265,2023-01-16,Altri,4.8
266,2023-01-10,Partito Democratico,14.0
266,2023-01-10,Forza Italia,6.9
266,2023-01-10,Fratelli d'Italia,31.3
266,2023-01-10,Alleanza Verdi Sinistra,3.7
266,2023-01-10,Lega,8.5
266,2023-01-10,Movimento 5 Stelle,17.7
266,2023-01-10,+Europa,3.0
266,2023-01-10,Italia Viva,7.5
266,2023-01-10,Altri,2.5
267,2022-12-30,Partito Democratico,16.3
267,2022-12-30,Forza Italia,7.1
267,2022-12-30,Fratelli d'Italia,28.8
267,2022-12-30,Alleanza Verdi Sinistra,3.2
267,2022-12-30,Lega,8.6
267,2022-12-30,Movimento 5 Stelle,17.5
