n,data_inserimento,partito,valore
1291,2024-02-12,Forza Italia,9.2
1291,2024-02-12,Fratelli d'Italia,28.5
1291,2024-02-12,Alleanza Verdi Sinistra,3.7
1291,2024-02-12,Lega,8.4
1291,2024-02-12,Movimento 5 Stelle,16.2
1291,2024-02-12,+Europa,2.4
1291,2024-02-12,Azione,3.7
1291,2024-02-12,Italia Viva,2.9
1291,2024-02-12,Altri,5.2
1290,2024-02-06,Partito Democratico,20.0
1290,2024-02-06,Forza Italia,7.3
1290,2024-02-06,Fratelli d'Italia,28.1
1290,2024-02-06,Alleanza Verdi Sinistra,4.0
1290,2024-02-06,Lega,8.5
1290,2024-02-06,Movimento 5 Stelle,15.9
1290,2024-02-06,+Europa,2.4
1290,2024-02-06,Azione,4.3
1290,2024-02-06,Italia Viva,3.1
1290,2024-02-06,Sud Chiama Nord,1.1
1290,2024-02-06,Unione Popolare,1.3
1290,2024-02-06,Altri,2.4
1289,2024-02-05,Partito Democratico,19.6
1289,2024-02-05,Forza Italia,6.8
1289,2024-02-05,Fratelli d'Italia,29.1
1289,2024-02-05,Lega,9.4
1289,2024-02-05,Movimento 5 Stelle,16.2
1289,2024-02-05,+Europa,2.4
1289,2024-02-05,Azione,3.8
1289,2024-02-05,Italia Viva,2.6
1289,2024-02-05,Unione Popolare,1.5
1289,2024-02-05,Altri,2.5
1288,2024-02-05,Partito Democratico,19.7
1288,2024-02-05,Forza Italia,9.3
1288,2024-02-05,Fratelli d'Italia,28.7
1288,2024-02-05,Alleanza Verdi Sinistra,3.6
1288,2024-02-05,Lega,8.3
1288,2024-02-05,Movimento 5 Stelle,16.4
1288,2024-02-05,+Europa,2.3
1288,2024-02-05,Azione,3.6
1288,2024-02-05,Italia Viva,3.0
1288,2024-02-05,Altri,5.1
1287,2024-01-30,Partito Democratico,19.6
1287,2024-01-30,Forza Italia,9.3
1287,2024-01-30,Fratelli d'Italia,28.8
1287,2024-01-30,Alleanza Verdi Sinistra,3.6
1287,2024-01-30,Lega,8.4
1287,2024-01-30,Movimento 5 Stelle,16.5
1287,2024-01-30,+Europa,2.3
1287,2024-01-30,Azione,3.5
1287,2024-01-30,Italia Viva,3.0
1287,2024-01-30,Altri,5.0
1286,2024-01-30,Partito Democratico,19.5
1286,2024-01-30,Forza Italia,7.2
1286,2024-01-30,Fratelli d'Italia,28.5
1286,2024-01-30,Alleanza Verdi Sinistra,3.9
1286,2024-01-30,Lega,8.7
1286,2024-01-30,Movimento 5 Stelle,15.9
1286,2024-01-30,+Europa,2.5
1286,2024-01-30,Azione,4.3
1286,2024-01-30,Italia Viva,3.3
1286,2024-01-30,Unione Popolare,1.3
1286,2024-01-30,Altri,3.5
1285,2024-01-29,Partito Democratico,19.4
1285,2024-01-29,Forza Italia,6.6
1285,2024-01-29,Fratelli d'Italia,29.0
1285,2024-01-29,Alleanza Verdi Sinistra,3.1
1285,2024-01-29,Lega,9.6
1285,2024-01-29,Movimento 5 Stelle,16.0
1285,2024-01-29,+Europa,2.5
1285,2024-01-29,Azione,3.9
1285,2024-01-29,Italia Viva,2.8
1285,2024-01-29,Unione Popolare,1.4
1285,2024-01-29,Altri,2.7
1284,2024-01-29,Partito Democratico,19.5
1284,2024-01-29,Forza Italia,9.4
1284,2024-01-29,Fratelli d'Italia,28.8
1284,2024-01-29,Alleanza Verdi Sinistra,3.5
1284,2024-01-29,Lega,8.4
1284,2024-01-29,Movimento 5 Stelle,16.4
1284,2024-01-29,+Europa,2.2
1284,2024-01-29,Azione,3.6
1284,2024-01-29,Italia Viva,3.0
1284,2024-01-29,Altri,5.2
1283,2024-01-24,Partito Democratico,19.5
1283,2024-01-24,Forza Italia,9.3
1283,2024-01-24,Fratelli d'Italia,29.0
1283,2024-01-24,Alleanza Verdi Sinistra,3.5
1283,2024-01-24,Lega,8.4
1283,2024-01-24,Movimento 5 Stelle,16.3
1283,2024-01-24,+Europa,2.5
1283,2024-01-24,Azione,3.7
1283,2024-01-24,Italia Viva,2.9
1283,2024-01-24,Altri,4.9
1282,2024-01-23,Partito Democratico,19.1
1282,2024-01-23,Forza Italia,7.4
1282,2024-01-23,Fratelli d'Italia,28.8
1282,2024-01-23,Alleanza Verdi Sinistra,3.6
1282,2024-01-23,Lega,8.5
1282,2024-01-23,Movimento 5 Stelle,16.1
1282,2024-01-23,+Europa,2.4
1282,2024-01-23,Azione,4.3
1282,2024-01-23,Italia Viva,3.4
1282,2024-01-23,Unione Popolare,1.5
1282,2024-01-23,Altri,2.3
1281,2024-01-22,Partito Democratico,19.3
1281,2024-01-22,Forza Italia,6.5
1281,2024-01-22,Fratelli d'Italia,29.1
1281,2024-01-22,Lega,9.6
1281,2024-01-22,Movimento 5 Stelle,16.3
1281,2024-01-22,+Europa,2.6
1281,2024-01-22,Azione,3.8
1281,2024-01-22,Italia Viva,2.8
1281,2024-01-22,Unione Popolare,1.4
1281,2024-01-22,Altri,2.7
1280,2024-01-22,Partito Democratico,19.3
1280,2024-01-22,Forza Italia,9.3
1280,2024-01-22,Fratelli d'Italia,28.9
1280,2024-01-22,Alleanza Verdi Sinistra,3.3
1280,2024-01-22,Lega,8.5
1280,2024-01-22,Movimento 5 Stelle,16.3
1280,2024-01-22,+Europa,2.3
1280,2024-01-22,Azione,3.8
1280,2024-01-22,Italia Viva,2.9
1280,2024-01-22,Altri,5.4
1279,2024-01-22,Partito Democratico,19.7
1279,2024-01-22,Forza Italia,7.0
1279,2024-01-22,Fratelli d'Italia,29.0
1279,2024-01-22,Alleanza Verdi Sinistra,4.2
1279,2024-01-22,Lega,8.7
1279,2024-01-22,Movimento 5 Stelle,16.2
1279,2024-01-22,+Europa,2.1
1279,2024-01-22,Azione,3.3
1279,2024-01-22,Italia Viva,3.0
1279,2024-01-22,Unione Popolare,1.4
1279,2024-01-22,Altri,1.3
1278,2024-01-16,Partito Democratico,19.4
1278,2024-01-16,Forza Italia,7.2
1278,2024-01-16,Fratelli d'Italia,29.0
1278,2024-01-16,Alleanza Verdi Sinistra,3.4
1278,2024-01-16,Lega,8.8
1278,2024-01-16,Movimento 5 Stelle,16.1
1278,2024-01-16,+Europa,2.3
1278,2024-01-16,Azione,4.0
1278,2024-01-16,Italia Viva,3.5
1278,2024-01-16,Unione Popolare,1.4
1278,2024-01-16,Altri,2.3
1277,2024-01-16,Partito Democratico,19.3
1277,2024-01-16,Forza Italia,9.4
1277,2024-01-16,Fratelli d'Italia,28.9
1277,2024-01-16,Alleanza Verdi Sinistra,3.4
1277,2024-01-16,Lega,8.5
1277,2024-01-16,Movimento 5 Stelle,16.2
1277,2024-01-16,+Europa,2.4
1277,2024-01-16,Azione,3.8
1277,2024-01-16,Italia Viva,3.0
1277,2024-01-16,Altri,5.1
1276,2024-01-16,Partito Democratico,19.2
1276,2024-01-16,Forza Italia,9.3
1276,2024-01-16,Fratelli d'Italia,28.8
1276,2024-01-16,Alleanza Verdi Sinistra,3.5
1276,2024-01-16,Lega,8.4
1276,2024-01-16,Movimento 5 Stelle,16.1
1276,2024-01-16,+Europa,2.5
1276,2024-01-16,Azione,3.9
1276,2024-01-16,Italia Viva,2.8
1276,2024-01-16,Altri,5.5
1275,2024-01-15,Partito Democratico,19.4
1275,2024-01-15,Forza Italia,6.3
1275,2024-01-15,Fratelli d'Italia,29.5
1275,2024-01-15,Lega,9.5
1275,2024-01-15,Movimento 5 Stelle,16.0
1275,2024-01-15,+Europa,2.5
1275,2024-01-15,Azione,3.9
1275,2024-01-15,Italia Viva,2.7
1275,2024-01-15,Unione Popolare,1.5
1275,2024-01-15,Altri,2.5
1274,2024-01-10,Partito Democratico,19.2
1274,2024-01-10,Forza Italia,9.3
1274,2024-01-10,Fratelli d'Italia,28.7
1274,2024-01-10,Alleanza Verdi Sinistra,3.5
1274,2024-01-10,Lega,8.3
1274,2024-01-10,Movimento 5 Stelle,16.3
1274,2024-01-10,+Europa,2.5
1274,2024-01-10,Azione,3.9
1274,2024-01-10,Italia Viva,2.9
1274,2024-01-10,Altri,5.4
1273,2024-01-09,Partito Democratico,19.1
1273,2024-01-09,Forza Italia,7.3
1273,2024-01-09,Fratelli d'Italia,29.2
1273,2024-01-09,Alleanza Verdi Sinistra,3.2
1273,2024-01-09,Lega,9.1
1273,2024-01-09,Movimento 5 Stelle,16.4
1273,2024-01-09,+Europa,2.4
1273,2024-01-09,Azione,4.0
1273,2024-01-09,Italia Viva,3.5
1273,2024-01-09,Unione Popolare,1.2
1273,2024-01-09,Altri,2.0
1272,2024-01-08,Partito Democratico,19.2
1272,2024-01-08,Forza Italia,6.4
1272,2024-01-08,Fratelli d'Italia,29.1
1272,2024-01-08,Lega,9.7
1272,2024-01-08,Movimento 5 Stelle,16.1
1272,2024-01-08,+Europa,2.6
1272,2024-01-08,Azione,4.0
1272,2024-01-08,Italia Viva,2.6
1272,2024-01-08,Unione Popolare,1.5
1272,2024-01-08,Altri,2.3
1271,2023-12-26,Partito Democratico,19.4
1271,2023-12-26,Forza Italia,6.1
1271,2023-12-26,Fratelli d'Italia,29.3
1271,2023-12-26,Lega,9.7
1271,2023-12-26,Movimento 5 Stelle,16.3
1271,2023-12-26,+Europa,2.6
1271,2023-12-26,Azione,3.8
1271,2023-12-26,Italia Viva,2.6
1271,2023-12-26,Unione Popolare,1.4
1271,2023-12-26,Altri,2.3
1270,2023-12-20,Partito Democratico,19.4
1270,2023-12-20,Forza Italia,7.2
1270,2023-12-20,Fratelli d'Italia,28.5
1270,2023-12-20,Alleanza Verdi Sinistra,3.4
1270,2023-12-20,Lega,9.1
1270,2023-12-20,Movimento 5 Stelle,16.8
1270,2023-12-20,+Europa,2.6
1270,2023-12-20,Azione,3.7
1270,2023-12-20,Italia Viva,3.4
1270,2023-12-20,Unione Popolare,1.4
1270,2023-12-20,Altri,1.5
1269,2023-12-18,Partito Democratico,19.3
1269,2023-12-18,Forza Italia,6.3
1269,2023-12-18,Fratelli d'Italia,29.6
1269,2023-12-18,Lega,9.6
1269,2023-12-18,Movimento 5 Stelle,16.0
1269,2023-12-18,+Europa,2.6
1269,2023-12-18,Azione,3.7
1269,2023-12-18,Italia Viva,2.6
1269,2023-12-18,Unione Popolare,1.5
1269,2023-12-18,Altri,2.2
1268,2023-12-18,Partito Democratico,19.4
1268,2023-12-18,Forza Italia,9.8
1268,2023-12-18,Fratelli d'Italia,28.5
1268,2023-12-18,Alleanza Verdi Sinistra,3.5
1268,2023-12-18,Lega,8.4
1268,2023-12-18,Movimento 5 Stelle,16.0
1268,2023-12-18,+Europa,2.5
1268,2023-12-18,Azione,4.1
1268,2023-12-18,Italia Viva,2.9
1268,2023-12-18,Altri,4.9
1267,2023-12-18,Partito Democratico,19.0
1267,2023-12-18,Forza Italia,6.8
1267,2023-12-18,Fratelli d'Italia,29.3
1267,2023-12-18,Alleanza Verdi Sinistra,4.0
1267,2023-12-18,Lega,8.0
1267,2023-12-18,Movimento 5 Stelle,17.2
1267,2023-12-18,+Europa,2.4
1267,2023-12-18,Azione,3.2
1267,2023-12-18,Italia Viva,3.5
1267,2023-12-18,Unione Popolare,1.4
1267,2023-12-18,Altri,1.8
1266,2023-12-13,Partito Democratico,19.2
1266,2023-12-13,Forza Italia,9.9
1266,2023-12-13,Fratelli d'Italia,28.5
1266,2023-12-13,Alleanza Verdi Sinistra,3.5
1266,2023-12-13,Lega,8.3
1266,2023-12-13,Movimento 5 Stelle,16.0
1266,2023-12-13,+Europa,2.4
1266,2023-12-13,Azione,4.1
1266,2023-12-13,Italia Viva,3.1
1266,2023-12-13,Altri,5.0
1265,2023-12-12,Partito Democratico,19.6
1265,2023-12-12,Forza Italia,7.2
1265,2023-12-12,Fratelli d'Italia,28.2
1265,2023-12-12,Alleanza Verdi Sinistra,3.3
1265,2023-12-12,Lega,9.4
1265,2023-12-12,Movimento 5 Stelle,16.4
1265,2023-12-12,+Europa,2.6
1265,2023-12-12,Azione,3.6
1265,2023-12-12,Italia Viva,3.2
1265,2023-12-12,Unione Popolare,1.6
1265,2023-12-12,Altri,1.8
1264,2023-12-12,Partito Democratico,19.2
1264,2023-12-12,Forza Italia,9.9
1264,2023-12-12,Fratelli d'Italia,28.7
1264,2023-12-12,Alleanza Verdi Sinistra,3.4
1264,2023-12-12,Lega,8.5
1264,2023-12-12,Movimento 5 Stelle,15.9
1264,2023-12-12,+Europa,2.6
1264,2023-12-12,Azione,4.0
1264,2023-12-12,Italia Viva,3.1
1264,2023-12-12,Altri,4.7
1263,2023-12-06,Partito Democratico,19.3
1263,2023-12-06,Forza Italia,7.3
1263,2023-12-06,Fratelli d'Italia,28.1
1263,2023-12-06,Alleanza Verdi Sinistra,3.4
1263,2023-12-06,Lega,9.2
1263,2023-12-06,Movimento 5 Stelle,16.7
1263,2023-12-06,+Europa,2.7
1263,2023-12-06,Azione,3.8
1263,2023-12-06,Italia Viva,3.2
1263,2023-12-06,Unione Popolare,1.4
1263,2023-12-06,Altri,2.1
1262,2023-12-04,Partito Democratico,19.3
1262,2023-12-04,Forza Italia,6.3
1262,2023-12-04,Fratelli d'Italia,29.6
1262,2023-12-04,Lega,9.5
1262,2023-12-04,Movimento 5 Stelle,16.2
1262,2023-12-04,+Europa,2.5
1262,2023-12-04,Azione,3.8
1262,2023-12-04,Italia Viva,2.7
1262,2023-12-04,Unione Popolare,1.6
1262,2023-12-04,Altri,2.1
1261,2023-12-04,Partito Democratico,19.4
1261,2023-12-04,Forza Italia,9.9
1261,2023-12-04,Fratelli d'Italia,28.8
1261,2023-12-04,Alleanza Verdi Sinistra,3.3
1261,2023-12-04,Lega,8.6
1261,2023-12-04,Movimento 5 Stelle,16.1
1261,2023-12-04,+Europa,2.5
1261,2023-12-04,Azione,3.8
1261,2023-12-04,Italia Viva,3.0
1261,2023-12-04,Altri,4.6
1260,2023-11-28,Partito Democratico,19.4
1260,2023-11-28,Forza Italia,7.0
1260,2023-11-28,Fratelli d'Italia,28.6
1260,2023-11-28,Alleanza Verdi Sinistra,3.6
1260,2023-11-28,Lega,9.4
1260,2023-11-28,Movimento 5 Stelle,16.4
1260,2023-11-28,+Europa,2.6
1260,2023-11-28,Azione,3.8
1260,2023-11-28,Italia Viva,3.3
1260,2023-11-28,Unione Popolare,1.4
1260,2023-11-28,Altri,1.8
1259,2023-11-27,Partito Democratico,19.6
1259,2023-11-27,Forza Italia,6.4
1259,2023-11-27,Fratelli d'Italia,29.5
1259,2023-11-27,Lega,9.7
1259,2023-11-27,Movimento 5 Stelle,16.0
1259,2023-11-27,+Europa,2.5
1259,2023-11-27,Azione,3.7
1259,2023-11-27,Italia Viva,2.5
1259,2023-11-27,Unione Popolare,1.5
1259,2023-11-27,Altri,2.0
1258,2023-11-27,Partito Democratico,19.4
1258,2023-11-27,Forza Italia,10.0
1258,2023-11-27,Fratelli d'Italia,28.6
1258,2023-11-27,Alleanza Verdi Sinistra,3.2
1258,2023-11-27,Lega,8.6
1258,2023-11-27,Movimento 5 Stelle,16.4
1258,2023-11-27,+Europa,2.4
1258,2023-11-27,Azione,3.9
1258,2023-11-27,Italia Viva,3.1
1258,2023-11-27,Altri,4.4
1257,2023-11-21,Partito Democratico,19.8
1257,2023-11-21,Forza Italia,9.9
1257,2023-11-21,Fratelli d'Italia,28.5
1257,2023-11-21,Alleanza Verdi Sinistra,3.2
1257,2023-11-21,Lega,8.5
1257,2023-11-21,Movimento 5 Stelle,16.1
1257,2023-11-21,+Europa,2.4
1257,2023-11-21,Azione,4.0
1257,2023-11-21,Italia Viva,3.0
1257,2023-11-21,Altri,4.6
1256,2023-11-21,Partito Democratico,19.4
1256,2023-11-21,Forza Italia,6.9
1256,2023-11-21,Fratelli d'Italia,29.0
1256,2023-11-21,Alleanza Verdi Sinistra,3.5
1256,2023-11-21,Lega,9.6
1256,2023-11-21,Movimento 5 Stelle,16.6
1256,2023-11-21,+Europa,2.8
1256,2023-11-21,Azione,3.7
1256,2023-11-21,Italia Viva,3.1
1256,2023-11-21,Unione Popolare,1.2
1256,2023-11-21,Altri,1.5
1255,2023-11-20,Partito Democratico,19.5
1255,2023-11-20,Forza Italia,6.6
1255,2023-11-20,Fratelli d'Italia,29.2
1255,2023-11-20,Lega,9.6
1255,2023-11-20,Movimento 5 Stelle,16.2
1255,2023-11-20,+Europa,2.3
1255,2023-11-20,Azione,3.7
1255,2023-11-20,Italia Viva,2.6
1255,2023-11-20,Unione Popolare,1.6
1255,2023-11-20,Altri,2.0
1254,2023-11-15,Partito Democratico,19.7
1254,2023-11-15,Forza Italia,6.7
1254,2023-11-15,Fratelli d'Italia,29.1
1254,2023-11-15,Alleanza Verdi Sinistra,3.6
1254,2023-11-15,Lega,9.4
1254,2023-11-15,Movimento 5 Stelle,16.2
1254,2023-11-15,+Europa,2.5
1254,2023-11-15,Azione,3.9
1254,2023-11-15,Italia Viva,3.0
1254,2023-11-15,Unione Popolare,1.2
1254,2023-11-15,Altri,1.7
1253,2023-11-13,Partito Democratico,19.4
1253,2023-11-13,Forza Italia,6.3
1253,2023-11-13,Fratelli d'Italia,29.4
1253,2023-11-13,Lega,9.5
1253,2023-11-13,Movimento 5 Stelle,16.3
1253,2023-11-13,+Europa,2.4
1253,2023-11-13,Azione,3.9
1253,2023-11-13,Italia Viva,2.5
1253,2023-11-13,Unione Popolare,1.6
1253,2023-11-13,Altri,2.3
1252,2023-11-13,Partito Democratico,19.4
1252,2023-11-13,Forza Italia,10.0
1252,2023-11-13,Fratelli d'Italia,28.6
1252,2023-11-13,Alleanza Verdi Sinistra,3.3
1252,2023-11-13,Lega,8.7
1252,2023-11-13,Movimento 5 Stelle,16.3
1252,2023-11-13,+Europa,2.4
1252,2023-11-13,Azione,3.8
1252,2023-11-13,Italia Viva,3.0
1252,2023-11-13,Altri,4.5
1251,2023-11-13,Partito Democratico,18.0
1251,2023-11-13,Forza Italia,7.8
1251,2023-11-13,Fratelli d'Italia,28.5
1251,2023-11-13,Alleanza Verdi Sinistra,3.5
1251,2023-11-13,Lega,9.2
1251,2023-11-13,Movimento 5 Stelle,17.0
1251,2023-11-13,+Europa,2.6
1251,2023-11-13,Azione,3.1
1251,2023-11-13,Italia Viva,3.5
1251,2023-11-13,Unione Popolare,1.2
1251,2023-11-13,Altri,1.3
1250,2023-11-07,Partito Democratico,20.0
1250,2023-11-07,Forza Italia,6.4
1250,2023-11-07,Fratelli d'Italia,29.2
1250,2023-11-07,Alleanza Verdi Sinistra,3.6
1250,2023-11-07,Lega,9.8
1250,2023-11-07,Movimento 5 Stelle,16.4
1250,2023-11-07,+Europa,2.4
1250,2023-11-07,Azione,4.0
1250,2023-11-07,Italia Viva,2.8
1250,2023-11-07,Unione Popolare,1.3
1250,2023-11-07,Altri,1.5
1249,2023-11-06,Partito Democratico,19.6
1249,2023-11-06,Forza Italia,10.1
1249,2023-11-06,Fratelli d'Italia,28.7
1249,2023-11-06,Alleanza Verdi Sinistra,3.2
1249,2023-11-06,Lega,9.0
1249,2023-11-06,Movimento 5 Stelle,16.0
1249,2023-11-06,+Europa,2.3
1249,2023-11-06,Azione,3.7
1249,2023-11-06,Italia Viva,2.8
1249,2023-11-06,Altri,4.6
1248,2023-10-31,Partito Democratico,19.2
1248,2023-10-31,Forza Italia,7.7
1248,2023-10-31,Fratelli d'Italia,28.5
1248,2023-10-31,Alleanza Verdi Sinistra,3.3
1248,2023-10-31,Lega,8.0
1248,2023-10-31,Movimento 5 Stelle,16.9
1248,2023-10-31,+Europa,2.5
1248,2023-10-31,Azione,4.2
1248,2023-10-31,Italia Viva,3.2
1248,2023-10-31,Altri,3.6
1247,2023-10-31,Partito Democratico,20.2
1247,2023-10-31,Forza Italia,6.2
1247,2023-10-31,Fratelli d'Italia,29.0
1247,2023-10-31,Alleanza Verdi Sinistra,3.5
1247,2023-10-31,Lega,10.2
1247,2023-10-31,Movimento 5 Stelle,16.1
1247,2023-10-31,+Europa,2.2
1247,2023-10-31,Azione,3.7
1247,2023-10-31,Italia Viva,2.8
1247,2023-10-31,Unione Popolare,1.4
1247,2023-10-31,Altri,1.9
1246,2023-10-30,Partito Democratico,19.8
1246,2023-10-30,Forza Italia,10.0
1246,2023-10-30,Fratelli d'Italia,28.7
1246,2023-10-30,Alleanza Verdi Sinistra,3.2
1246,2023-10-30,Lega,9.2
1246,2023-10-30,Movimento 5 Stelle,16.2
1246,2023-10-30,+Europa,2.2
1246,2023-10-30,Azione,3.6
1246,2023-10-30,Italia Viva,2.5
1246,2023-10-30,Altri,4.6
1245,2023-10-25,Partito Democratico,19.2
1245,2023-10-25,Forza Italia,6.1
1245,2023-10-25,Fratelli d'Italia,29.7
1245,2023-10-25,Lega,9.8
1245,2023-10-25,Movimento 5 Stelle,16.0
1245,2023-10-25,+Europa,2.6
1245,2023-10-25,Azione,3.7
1245,2023-10-25,Italia Viva,2.5
1245,2023-10-25,Unione Popolare,1.7
1245,2023-10-25,Altri,2.0
1244,2023-10-25,Partito Democratico,19.7
1244,2023-10-25,Forza Italia,9.9
1244,2023-10-25,Fratelli d'Italia,29.0
1244,2023-10-25,Alleanza Verdi Sinistra,3.4
1244,2023-10-25,Lega,9.2
1244,2023-10-25,Movimento 5 Stelle,16.2
1244,2023-10-25,+Europa,2.1
1244,2023-10-25,Azione,3.6
1244,2023-10-25,Italia Viva,2.4
1244,2023-10-25,Altri,4.5
1243,2023-10-24,Partito Democratico,19.8
1243,2023-10-24,Forza Italia,6.3
1243,2023-10-24,Fratelli d'Italia,28.7
1243,2023-10-24,Alleanza Verdi Sinistra,3.5
1243,2023-10-24,Lega,10.2
1243,2023-10-24,Movimento 5 Stelle,16.4
1243,2023-10-24,+Europa,2.4
1243,2023-10-24,Azione,3.9
1243,2023-10-24,Italia Viva,2.7
1243,2023-10-24,Unione Popolare,1.5
1243,2023-10-24,Altri,2.0
1242,2023-10-23,Partito Democratico,19.7
1242,2023-10-23,Forza Italia,10.0
1242,2023-10-23,Fratelli d'Italia,29.0
1242,2023-10-23,Alleanza Verdi Sinistra,3.3
1242,2023-10-23,Lega,9.3
1242,2023-10-23,Movimento 5 Stelle,16.1
1242,2023-10-23,+Europa,2.1
1242,2023-10-23,Azione,3.5
1242,2023-10-23,Italia Viva,2.4
1242,2023-10-23,Altri,4.6
1241,2023-10-17,Partito Democratico,19.6
1241,2023-10-17,Forza Italia,6.4
1241,2023-10-17,Fratelli d'Italia,28.4
1241,2023-10-17,Alleanza Verdi Sinistra,3.6
1241,2023-10-17,Lega,10.2
1241,2023-10-17,Movimento 5 Stelle,16.1
1241,2023-10-17,+Europa,2.5
1241,2023-10-17,Azione,4.0
1241,2023-10-17,Italia Viva,2.5
1241,2023-10-17,Unione Popolare,1.4
1241,2023-10-17,Altri,2.5
1240,2023-10-16,Partito Democratico,19.0
1240,2023-10-16,Forza Italia,6.4
1240,2023-10-16,Fratelli d'Italia,29.8
1240,2023-10-16,Lega,9.6
1240,2023-10-16,Movimento 5 Stelle,16.3
1240,2023-10-16,+Europa,2.6
1240,2023-10-16,Azione,3.6
1240,2023-10-16,Italia Viva,2.6
1240,2023-10-16,Unione Popolare,1.5
1240,2023-10-16,Altri,1.9
1239,2023-10-16,Partito Democratico,19.6
1239,2023-10-16,Forza Italia,10.1
1239,2023-10-16,Fratelli d'Italia,28.8
1239,2023-10-16,Alleanza Verdi Sinistra,3.2
1239,2023-10-16,Lega,9.2
1239,2023-10-16,Movimento 5 Stelle,16.3
1239,2023-10-16,+Europa,2.2
1239,2023-10-16,Azione,3.6
1239,2023-10-16,Italia Viva,2.3
1239,2023-10-16,Altri,4.7
1238,2023-10-11,Partito Democratico,26.0
1238,2023-10-11,Forza Italia,8.0
1238,2023-10-11,Fratelli d'Italia,23.0
1238,2023-10-11,Alleanza Verdi Sinistra,4.0
1238,2023-10-11,Lega,8.0
1238,2023-10-11,Movimento 5 Stelle,14.0
1238,2023-10-11,+Europa,3.0
1238,2023-10-11,Azione,4.0
1238,2023-10-11,Italia Viva,2.0
1238,2023-10-11,Altri,5.0
1237,2023-10-10,Partito Democratico,19.8
1237,2023-10-10,Forza Italia,6.4
1237,2023-10-10,Fratelli d'Italia,28.7
1237,2023-10-10,Alleanza Verdi Sinistra,3.3
1237,2023-10-10,Lega,10.3
1237,2023-10-10,Movimento 5 Stelle,16.5
1237,2023-10-10,+Europa,2.4
1237,2023-10-10,Azione,3.7
1237,2023-10-10,Italia Viva,2.5
1237,2023-10-10,Unione Popolare,1.6
1237,2023-10-10,Altri,3.1
1236,2023-10-09,Partito Democratico,19.4
1236,2023-10-09,Forza Italia,10.2
1236,2023-10-09,Fratelli d'Italia,28.7
1236,2023-10-09,Alleanza Verdi Sinistra,3.3
1236,2023-10-09,Lega,9.0
1236,2023-10-09,Movimento 5 Stelle,16.5
1236,2023-10-09,+Europa,2.3
1236,2023-10-09,Azione,3.7
1236,2023-10-09,Italia Viva,2.3
1236,2023-10-09,Altri,4.6
1235,2023-10-09,Partito Democratico,18.5
1235,2023-10-09,Forza Italia,7.0
1235,2023-10-09,Fratelli d'Italia,29.8
1235,2023-10-09,Alleanza Verdi Sinistra,3.4
1235,2023-10-09,Lega,10.1
1235,2023-10-09,Movimento 5 Stelle,16.9
1235,2023-10-09,+Europa,2.0
1235,2023-10-09,Azione,3.2
1235,2023-10-09,Italia Viva,3.0
1235,2023-10-09,Unione Popolare,1.4
1235,2023-10-09,Altri,0.7
1234,2023-10-03,Partito Democratico,19.3
1234,2023-10-03,Forza Italia,6.3
1234,2023-10-03,Fratelli d'Italia,29.7
1234,2023-10-03,Lega,9.5
1234,2023-10-03,Movimento 5 Stelle,16.5
1234,2023-10-03,+Europa,2.4
1234,2023-10-03,Azione,3.5
1234,2023-10-03,Italia Viva,2.4
1234,2023-10-03,Unione Popolare,1.5
1234,2023-10-03,Altri,1.9
1233,2023-10-03,Partito Democratico,19.5
1233,2023-10-03,Forza Italia,6.5
1233,2023-10-03,Fratelli d'Italia,29.1
1233,2023-10-03,Alleanza Verdi Sinistra,3.4
1233,2023-10-03,Lega,9.8
1233,2023-10-03,Movimento 5 Stelle,16.7
1233,2023-10-03,+Europa,2.6
1233,2023-10-03,Azione,3.9
1233,2023-10-03,Italia Viva,2.4
1233,2023-10-03,Unione Popolare,1.5
1233,2023-10-03,Altri,2.8
1232,2023-10-02,Partito Democratico,19.3
1232,2023-10-02,Forza Italia,10.1
1232,2023-10-02,Fratelli d'Italia,28.5
1232,2023-10-02,Alleanza Verdi Sinistra,3.3
1232,2023-10-02,Lega,9.0
1232,2023-10-02,Movimento 5 Stelle,16.6
1232,2023-10-02,+Europa,2.4
1232,2023-10-02,Azione,3.6
1232,2023-10-02,Italia Viva,2.4
1232,2023-10-02,Altri,4.8
1231,2023-09-28,Partito Democratico,19.5
1231,2023-09-28,Forza Italia,6.0
1231,2023-09-28,Fratelli d'Italia,29.0
1231,2023-09-28,Alleanza Verdi Sinistra,4.0
1231,2023-09-28,Lega,9.5
1231,2023-09-28,Movimento 5 Stelle,16.0
1231,2023-09-28,+Europa,2.0
1231,2023-09-28,Azione,4.0
1231,2023-09-28,Italia Viva,2.5
1231,2023-09-28,Altri,3.5
1230,2023-09-27,Partito Democratico,19.3
1230,2023-09-27,Forza Italia,10.0
1230,2023-09-27,Fratelli d'Italia,28.4
1230,2023-09-27,Alleanza Verdi Sinistra,3.5
1230,2023-09-27,Lega,9.1
1230,2023-09-27,Movimento 5 Stelle,16.6
1230,2023-09-27,+Europa,2.3
1230,2023-09-27,Azione,3.6
1230,2023-09-27,Italia Viva,2.4
1230,2023-09-27,Altri,4.8
1229,2023-09-26,Partito Democratico,19.8
1229,2023-09-26,Forza Italia,6.5
1229,2023-09-26,Fratelli d'Italia,28.7
1229,2023-09-26,Alleanza Verdi Sinistra,3.2
1229,2023-09-26,Lega,10.1
