stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
"Revocato (include le azioni di revoca, sospensione e differimento)",27/06/2022,27/06/2022,CUB TRASPORTI,Aereo,PERSONALE SOCC. ALITALIA SAI IN A.S. E ITA AIRWAYS,24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,null,14/06/2022,Italia,Tutte,14/06/2022 23:25,2022-06-27,2022-06-27
Effettuato,25/06/2022,25/06/2022,FILT-CGIL/UILT-UIL,Aereo,"PERSONALE DELLE COMPAGNIE AEREE RYANAIR LIMITED, MALTA AIR E CREWLINK",24 ORE,Nazionale,null,13/06/2022,Italia,Tutte,13/06/2022 14:57,2022-06-25,2022-06-25
Effettuato,25/06/2022,25/06/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA VENETO DI PADOVA,24 ORE,Locale,null,13/06/2022,Veneto,Padova,14/06/2022 22:46,2022-06-25,2022-06-25
Effettuato,25/06/2022,25/06/2022,OSR FILT-CGIL/UILT-UIL/UGL TA/USB LAVORO PRIVATO,Aereo,PERSONALE SOCC. TOSCANA AEROPORTI E TOSCANA AEROPORTI HANDLING SCALI DI FIRENZE E PISA,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,01/06/2022,Toscana,Tutte,01/06/2022 12:26,2022-06-25,2022-06-25
Effettuato,25/06/2022,25/06/2022,OSR FIT-CISL,Aereo,PERSONALE SOCC. TOSCANA AEROPORTI E TOSCANA AEROPORTI HANDLING SCALI DI FIRENZE E PISA,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,01/06/2022,Toscana,Firenze,01/06/2022 14:50,2022-06-25,2022-06-25
Effettuato,25/06/2022,25/06/2022,OSR FIT-CISL,Aereo,PERSONALE AEROPORTUALE SOC. AVIATION SERVICES DI VENEZIA,4 ORE: DALLE 10.00 ALLE 14.00,Interregionale,null,07/06/2022,Italia,Tutte,07/06/2022 08:50,2022-06-25,2022-06-25
Effettuato,25/06/2022,25/06/2022,UILT-UIL,Aereo,PERSONALE SOC. EASYJET,24 ORE,Nazionale,null,13/06/2022,Italia,Tutte,13/06/2022 14:49,2022-06-25,2022-06-25
Effettuato,25/06/2022,25/06/2022,UILT-UIL,Aereo,PERSONALE SOC. VOLOTEA,24 ORE,Nazionale,null,13/06/2022,Italia,Tutte,13/06/2022 14:53,2022-06-25,2022-06-25
"Revocato (include le azioni di revoca, sospensione e differimento)",25/06/2022,25/06/2022,USB LAVORO PRIVATO,Aereo,PERSONALE  SOC. EASYJET,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,13/06/2022,Italia,Tutte,14/06/2022 21:31,2022-06-25,2022-06-25
Effettuato,24/06/2022,24/06/2022,OSR CNAL TRASPORTI,Aereo,PERSONALE SOC. GESAC AEROPORTO NAPOLI CAPODICHINO,4 ORE: DALLE 12.00 ALLE 16.00,Interregionale,null,05/05/2022,Italia,Tutte,05/05/2022 10:10,2022-06-24,2022-06-24
"Revocato (include le azioni di revoca, sospensione e differimento)",24/06/2022,24/06/2022,RSU,Trasporto pubblico locale,PERSONALE SOC. GTT DI TORINO SETTORE VIAGGIANTE URBANO,4 ORE: DALLE 18.00 ALLE 22.00,Locale,null,13/06/2022,Piemonte,Torino,13/06/2022 20:25,2022-06-24,2022-06-24
Effettuato,23/06/2022,23/06/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/FAISA-CISAL/ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENORD REGIONE LOMBARDIA,2 ORE: DALLE 10.00 ALLE 12.00,Regionale,null,22/06/2022,Lombardia,Tutte,22/06/2022 13:07,2022-06-23,2022-06-23
"Revocato (include le azioni di revoca, sospensione e differimento)",22/06/2022,22/06/2022,OSP FILT-CGIL/FIT-CISL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AUTOGUIDOVIE BACINO DI PAVIA,24 ORE,Territoriale,null,20/04/2022,Lombardia,Pavia,20/04/2022 11:14,2022-06-22,2022-06-22
"Revocato (include le azioni di revoca, sospensione e differimento)",22/06/2022,22/06/2022,OST FILT-CGIL/FIT-CISL,Trasporto pubblico locale,PERSONALE SOC. STP DI BARI,4 ORE: DALLE 8.30 ALLE 12.30,Locale,null,20/05/2022,Puglia,Bari,20/05/2022 12:24,2022-06-22,2022-06-22
Effettuato,22/06/2022,22/06/2022,OST FILT-CGIL/FIT-CISL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AUTOGUIDOVIE BACINO DI PAVIA,24 ORE,Territoriale,null,10/05/2022,Lombardia,Pavia,10/05/2022 18:43,2022-06-22,2022-06-22
Effettuato,22/06/2022,22/06/2022,OST UILT-UIL,Aereo,PERSONALE DI TERRA DEL TRASPORTO AEREO E DELLE ATTIVITA' AEROPORTUALI DELL'AEROPORTO DI COMISO (RG),INTERA GIORNATA,Provinciale,null,10/06/2022,Sicilia,Ragusa,10/06/2022 08:48,2022-06-22,2022-06-22
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2022,20/06/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA/CONFAIL,Trasporto pubblico locale,PERSONALE SOC. AMACO DI COSENZA,4 ORE: DALLE 10.00 ALLE 14.00,Locale,null,05/05/2022,Calabria,Cosenza,05/05/2022 15:07,2022-06-20,2022-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2022,20/06/2022,OSR FILT-CGIL/FILT-CGIL/UILT-UIL,Ferroviario,PERSONALE SOC. TRENITALIA OMC DELL'EMILIA ROMAGNA (EX OGR COMPONENTI DI BOLOGNA),8 ORE: DALLE 9.01 ALLE 16.59,Provinciale,null,28/03/2022,Emilia-Romagna,Modena,28/03/2022 13:33,2022-06-20,2022-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2022,20/06/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE,Regionale,null,25/05/2022,Umbria,Tutte,25/05/2022 17:23,2022-06-20,2022-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2022,20/06/2022,OSR/OSP USB LAVORO PRIVATO/ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. ATAC DI ROMA,4 ORE: DALLE 20.30 ALLE 00.30,Locale,null,23/05/2022,Lazio,Roma,23/05/2022 21:58,2022-06-20,2022-06-20
Effettuato,20/06/2022,20/06/2022,OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. MOVIBUS DI S. VITTORE OLONA (MI),4 ORE: DALLE 16.30 ALLE 20.30,Territoriale,null,29/04/2022,Lombardia,Milano,29/04/2022 13:01,2022-06-20,2022-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",18/06/2022,18/06/2022,OST COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE DELLA SOC. BRESCIA TRASPORTI DI BRESCIA,4 ORE: DALLE 17.40 ALLE 21.40,Locale,null,24/05/2022,Lombardia,Brescia,24/05/2022 07:30,2022-06-18,2022-06-18
Effettuato,17/06/2022,17/06/2022,AL-COBAS/CUB-PI/FAO/LMO/SGC/SLAIPROLCOBAS/SOA,Plurisettoriale,SCIOPERO GENERALE DEI SETTORI DEI TRASPORTI,"24 ORE: FERROV. DA 21.00 DEL 16/6 A 21.00 DEL 17/6; TPL 24 ORE CON MODALITA' TERRITORIALI; MARITTIMO ISOLE MAGGIORI 24 ORE DA 1 ORA PRIMA PARTENZA, ISOLE MINORI 00.01-24.00; AUTOSTRADE DA 22.00 DEL 16/6 A 22.00 DEL 17/6",Nazionale,ESCLUSO SETTORE TRASPORTO AEREO - ADESIONE DELLA O.S. CAT TRIESTE,13/05/2022,Italia,Tutte,13/05/2022 14:46,2022-06-17,2022-06-17
Effettuato,17/06/2022,17/06/2022,OSP ADL,Aereo,"PERSONALE SOCC. DUSMANN SERVICE, SPD ADDETTO A PULIZIE AEROPORTO MILANO MALPENSA",4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,null,31/05/2022,Italia,Tutte,31/05/2022 09:58,2022-06-17,2022-06-17
Effettuato,17/06/2022,17/06/2022,OSR ORSA FERROVIE,Ferroviario,PERSONALE SOC. RFI CIRCOLAZIONE AREA MILANO,8 ORE: DALLE 9.01 ALLE 17.00,Locale,null,29/04/2022,Lombardia,Milano,29/04/2022 14:17,2022-06-17,2022-06-17
Effettuato,17/06/2022,17/06/2022,OSR ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,05/06/2022,Campania,Napoli,05/06/2022 19:03,2022-06-17,2022-06-17
Effettuato,17/06/2022,17/06/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,01/06/2022,Campania,Napoli,01/06/2022 17:50,2022-06-17,2022-06-17
Effettuato,17/06/2022,17/06/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. SASA DI BOLZANO,4 ORE: DALLE 15.00 ALLE 19.00,Locale,null,07/06/2022,Trentino-Alto Adige,Bolzano,07/06/2022 10:10,2022-06-17,2022-06-17
Effettuato,17/06/2022,17/06/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE,Regionale,null,07/06/2022,Umbria,Tutte,07/06/2022 11:37,2022-06-17,2022-06-17
Effettuato,17/06/2022,17/06/2022,OSR/OSP USB LAVORO PRIVATO/ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. ATAC DI ROMA,4 ORE: DALLE 8.30 ALLE 12.30,Locale,null,06/06/2022,Lazio,Roma,06/06/2022 18:26,2022-06-17,2022-06-17
Effettuato,17/06/2022,17/06/2022,OST FILT-CGIL/UILT-UIL/UGL-FNA,Trasporto pubblico locale,PERSONALE SOC. SGM DI LECCE,3 ORE: DALLE 9.30 ALLE 12.30,Locale,null,06/06/2022,Puglia,Lecce,06/06/2022 22:30,2022-06-17,2022-06-17
"Revocato (include le azioni di revoca, sospensione e differimento)",16/06/2022,16/06/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. SASA DI BOLZANO,4 ORE: DALLE 15.00 ALLE 19.00,Locale,null,30/05/2022,Trentino-Alto Adige,Bolzano,30/05/2022 13:08,2022-06-16,2022-06-16
"Revocato (include le azioni di revoca, sospensione e differimento)",13/06/2022,13/06/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AMTS DI CATANIA,4 ORE: DALLE 12.00 ALLE 16.00,Locale,ADESIONE OSP ORSA TRASPORTI,31/05/2022,Sicilia,Catania,01/06/2022 12:02,2022-06-13,2022-06-13
"Revocato (include le azioni di revoca, sospensione e differimento)",12/06/2022,13/06/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/SLM-FAST/ORSA FERROVIE/ASGB + RSU 42,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DBR TRENTINO ALTO ADIGE,23 ORE: DALLE 02.00 DEL 12/6 ALLE 01.00 DEL 13/6,Regionale,null,11/04/2022,Trentino-Alto Adige,Tutte,11/04/2022 11:47,2022-06-12,2022-06-13
"Revocato (include le azioni di revoca, sospensione e differimento)",10/06/2022,10/06/2022,AL-COBAS/CUB-PI/FAO/LMO/SGC/SLAIPROLCOBAS/SOA,Plurisettoriale,SCIOPERO GENERALE DEI SETTORI DEI TRASPORTI,"24 ORE: AEREO 00.01-23.59; FERROV. DA 21.00 DEL 9/6 A 21.00 DEL 10/6; TPL 24 ORE CON MODALITA' TERRITORIALI; MARITTIMO ISOLE MAGGIORI 24 ORE DA 1 ORA PRIMA PARTENZA, ISOLE MINORI 00.01-24.00; AUTOSTRADE DA 22.00 DEL 9/6 A 22.00 DEL 10/6",Nazionale,null,09/05/2022,Italia,Tutte,09/05/2022 19:31,2022-06-10,2022-06-10
"Revocato (include le azioni di revoca, sospensione e differimento)",10/06/2022,10/06/2022,OSR CNAL TRASPORTI,Aereo,PERSONALE SOC. GESAC AEROPORTO NAPOLI CAPODICHINO,4 ORE: DALLE 12.00 ALLE 16.00,Interregionale,null,15/04/2022,Italia,Tutte,15/04/2022 11:43,2022-06-10,2022-06-10
"Revocato (include le azioni di revoca, sospensione e differimento)",10/06/2022,10/06/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. SASA DI BOLZANO,4 ORE: DALLE 15.00 ALLE 19.00,Locale,null,16/05/2022,Trentino-Alto Adige,Bolzano,30/05/2022 13:08,2022-06-10,2022-06-10
Effettuato,08/06/2022,08/06/2022,CUB TRASPORTI/AIRCREWCOMMITTEE,Aereo,PERSONALE SOCC. ALITALIA SAI IN A.S. E ITA AIRWAYS,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,04/05/2022,Italia,Tutte,04/05/2022 17:52,2022-06-08,2022-06-08
Effettuato,08/06/2022,08/06/2022,FILT-CGIL/UILT-UIL,Aereo,"PERSONALE DELLE COMPAGNIE AEREE RYANAIR LIMITED, MALTA AIR E CREWLINK",4 ORE: DALLE 10.01 ALLE 14.00,Nazionale,null,26/05/2022,Italia,Tutte,26/05/2022 11:47,2022-06-08,2022-06-08
Effettuato,08/06/2022,08/06/2022,OSR CUB TRASPORTI,Aereo,PERSONALE SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,04/05/2022,Italia,Tutte,05/05/2022 09:07,2022-06-08,2022-06-08
"Revocato (include le azioni di revoca, sospensione e differimento)",08/06/2022,08/06/2022,RSA UGL-TA,Aereo,PERSONALE SOC. ENAV APT PERUGIA,4 ORE: DALLE 13.00 ALLE 17.00,Locale,GARANTITA ASSISTENZA VOLI DA E PER AEROPORTO DI PESCARA,20/05/2022,Umbria,Perugia,20/05/2022 15:22,2022-06-08,2022-06-08
Effettuato,08/06/2022,08/06/2022,RSA UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV ACC MILANO,12 ORE: DALLE 08.00 ALLE 20.00,Nazionale,null,27/04/2022,Italia,Tutte,27/04/2022 11:36,2022-06-08,2022-06-08
Effettuato,08/06/2022,08/06/2022,RSU,Aereo,"PERSONALE SOC. TECHNO SKY CA MILANO LINATE, ACC MILANO,  MONTE SETTEPANI",24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,ASTENSIONE LAVORO STRAORDINARIO E REPERIBILITA' DAL 14/5 ALL'8/6,29/04/2022,Italia,Tutte,29/04/2022 10:26,2022-06-08,2022-06-08
"Revocato (include le azioni di revoca, sospensione e differimento)",08/06/2022,08/06/2022,UGL-TA,Aereo,PERSONALE SOC. ENAV APT BOLOGNA,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,26/05/2022,Italia,Tutte,26/05/2022 11:24,2022-06-08,2022-06-08
Effettuato,08/06/2022,08/06/2022,UILT-UIL,Aereo,PERSONALE SOC. VOLOTEA,4 ORE: DALLE 10.01 ALLE 14.00,Nazionale,null,25/05/2022,Italia,Tutte,25/05/2022 11:48,2022-06-08,2022-06-08
Effettuato,08/06/2022,08/06/2022,UILT-UIL,Aereo,PERSONALE SOC. EASYJET,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,27/05/2022,Italia,Tutte,27/05/2022 14:15,2022-06-08,2022-06-08
Effettuato,08/06/2022,08/06/2022,USB LAVORO PRIVATO,Aereo,PERSONALE NAVIGANTE SOC. EASYJET,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,25/05/2022,Italia,Tutte,25/05/2022 10:47,2022-06-08,2022-06-08
Effettuato,08/06/2022,08/06/2022,USB LAVORO PRIVATO/FLAI TS/ADL,Aereo,PERSONALE SOC. SEA PRESSO AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,05/05/2022,Italia,Tutte,05/05/2022 11:07,2022-06-08,2022-06-08
Effettuato,06/06/2022,06/06/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,"PERSONALE SOC. SETA BACINI DI MODENA, REGGIO EMILIA E PIACENZA",24 ORE: VARIE MODALITA',Provinciale,null,15/05/2022,Emilia-Romagna,Tutte,15/05/2022 14:18,2022-06-06,2022-06-06
"Revocato (include le azioni di revoca, sospensione e differimento)",06/06/2022,06/06/2022,UILT-UIL,Aereo,PERSONALE SOC. EASYJET,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,27/05/2022,Italia,Tutte,27/05/2022 13:30,2022-06-06,2022-06-06
Effettuato,05/06/2022,05/06/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/ORSA FERROVIE + RSU/RSA 46,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,17/05/2022,Emilia-Romagna,Tutte,17/05/2022 13:01,2022-06-05,2022-06-05
Effettuato,05/06/2022,06/06/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/SLM-FAST/ORSA FERROVIE/ASGB + RSU 42,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DBR TRENTINO ALTO ADIGE,23 ORE: DALLE 02.00 DEL 5/6 ALLE 01.00 DEL 6/6,Regionale,null,19/05/2022,Trentino-Alto Adige,Tutte,19/05/2022 10:55,2022-06-05,2022-06-06
Effettuato,05/06/2022,05/06/2022,OSR SLM-FAST-CONFSAL,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,17/05/2022,Emilia-Romagna,Tutte,17/05/2022 17:49,2022-06-05,2022-06-05
Effettuato,05/06/2022,05/06/2022,RSA FAISA-CISAL,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,17/05/2022,Emilia-Romagna,Tutte,17/05/2022 20:51,2022-06-05,2022-06-05
Effettuato,04/06/2022,04/06/2022,OSR UILT-UIL/UGL AUTOFERRO/USB LAVORO PRIVATO,Trasporto pubblico locale,"PERSONALE DELLA SOC. START ROMAGNA DELLE PROVINCIE DI RIMINI, FORLI'-CESENA E RAVENNA",4 ORE VARIE MODALITA',Territoriale,null,23/05/2022,Emilia-Romagna,Tutte,23/05/2022 21:13,2022-06-04,2022-06-04
Effettuato,03/06/2022,04/06/2022,FILT-CGIL/UILT-UIL/UGL-TA,Elicotteri,SCIOPERO VIRTUALE PERSONALE SOC. BABCOCK MCS ITALIA,24 ORE: DALLE 08.00 DEL 3/6 ALLE 08.00 DEL 4/6,Nazionale,SCIOPERO VIRTUALE ART. 12 DEL. 12/461,19/05/2022,Italia,Tutte,19/05/2022 11:24,2022-06-03,2022-06-04
"Revocato (include le azioni di revoca, sospensione e differimento)",30/05/2022,30/05/2022,FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA/FAISA-CISAL,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,"24 ORE SENZA FASCE ORARIE DI GARANZIA - GARANTITI SOLO TRASPORTI INDISPENSABILI ( TRASPORTO DISABILI, MEZZI SCUOLABUS MATERNE ED ELEMENTARI )",Nazionale,"SENZA FASCE ORARIE DI GARANZIA - GARANTITI SOLO TRASPORTI INDISPENSABILI ( TRASPORTO DISABILI, MEZZI SCUOLABUS MATERNE ED ELEMENTARI )",07/04/2022,Italia,Tutte,07/04/2022 17:42,2022-05-30,2022-05-30
Effettuato,30/05/2022,30/05/2022,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE TOSCANE,24 ORE,Provinciale,null,08/04/2022,Toscana,Tutte,08/04/2022 09:52,2022-05-30,2022-05-30
Effettuato,30/05/2022,30/05/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. CSC MOBILITA' DI LATINA,24 ORE,Locale,null,22/04/2022,Lazio,Latina,22/04/2022 11:38,2022-05-30,2022-05-30
Effettuato,30/05/2022,30/05/2022,OSP SLM-FAST-CONFSAL,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE TOSCANE DI FIRENZE,24 ORE: VARIE MODALITA',Locale,null,09/04/2022,Toscana,Firenze,09/04/2022 22:02,2022-05-30,2022-05-30
Effettuato,30/05/2022,30/05/2022,OSP UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. ARRIVA UDINE DI UDINE,4 ORE: DALLE 17.00 ALLE 21.00,Locale,null,19/05/2022,Friuli-Venezia Giulia,Udine,19/05/2022 19:53,2022-05-30,2022-05-30
"Revocato (include le azioni di revoca, sospensione e differimento)",30/05/2022,30/05/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA,Trasporto pubblico locale,PERSONALE SOC. ATAC DI ROMA,4 ORE: DALLE 8.30 ALLE 12..30,Locale,null,13/04/2022,Lazio,Roma,25/05/2022 18:54,2022-05-30,2022-05-30
Effettuato,30/05/2022,30/05/2022,OSR/OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. IAS SCURA DI CORIGLIANO-ROSSANO (CS),4 ORE: DALLE 12.10 ALLE 16.10,Locale,null,18/05/2022,Calabria,Cosenza,18/05/2022 09:27,2022-05-30,2022-05-30
Effettuato,30/05/2022,30/05/2022,OSR/OSP FAISA-CISAL + RSA,Trasporto pubblico locale,PERSONALE SOC. AMACO DI COSENZA,4 ORE: DALLE 10.00 ALLE 14.00,Locale,null,06/05/2022,Calabria,Cosenza,06/05/2022 12:33,2022-05-30,2022-05-30
Effettuato,30/05/2022,30/05/2022,OST FILT-CGIL,Trasporto pubblico locale,PERSONALE GRUPPO ROMANO (F.LLI ROMANO E ROMANO AUTOLINEE REGIONALI) DI CROTONE,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,22/04/2022,Calabria,Crotone,22/04/2022 14:18,2022-05-30,2022-05-30
"Revocato (include le azioni di revoca, sospensione e differimento)",27/05/2022,27/05/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL,Ferroviario,PERSONALE SOC. TRENITALIA OMC EMILIA ROMAGNA - EX OGR LOCOMOTIVE RIMINI,8 ORE: DALLE 09.01 ALLE 16.59,Locale,null,22/03/2022,Emilia-Romagna,Rimini,22/03/2022 12:35,2022-05-27,2022-05-27
Effettuato,23/05/2022,23/05/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV C.A. DI PESCARA,4 ORE: DALLE 13.00 ALLE 17.00,Locale,null,25/03/2022,Abruzzo,Pescara,25/03/2022 11:13,2022-05-23,2022-05-23
Effettuato,20/05/2022,20/05/2022,AL-COBAS/CUB-PI/FAO/LMO/SGC/SLAIPROLCOBAS/SOA,Generale,SCIOPERO GENERALE DI TUTTI I SETTORI PUBBLICI E PRIVATI,INTERA GIORNATA,Nazionale,ESCLUSO SETTORE TRASPORTI,05/05/2022,Italia,Tutte,05/05/2022 18:40,2022-05-20,2022-05-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/05/2022,20/05/2022,CAT COORDINAMENTO AUTOFERROTRANVIERI TRIESTE,Trasporto pubblico locale,PERSONALE AZIENDE TRASPORTO PUBBLICO LOCALE  REGIONE FRIULI VENEZIA GIULIA,24 ORE,Regionale,null,04/05/2022,Friuli-Venezia Giulia,Tutte,04/05/2022 14:20,2022-05-20,2022-05-20
Effettuato,20/05/2022,20/05/2022,COBAS,Generale,SCIOPERO GENERALE LAVORATORI SETTORI PUBBLICI E PRIVATI,INTERA GIORNATA,Nazionale,ESCLUSIONE DEL SETTORE TRASPORTI - ADESIONE COBAS LAVORO PRIVATO,09/05/2022,Italia,Tutte,09/05/2022 18:30,2022-05-20,2022-05-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/05/2022,20/05/2022,CUB TRASPORTI/AIRCREWCOMMITTEE,Aereo,PERSONALE SOCC. ALITALIA SAI IN A.S. E ITA AIRWAYS,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,26/04/2022,Italia,Tutte,26/04/2022 10:18,2022-05-20,2022-05-20
Effettuato,20/05/2022,20/05/2022,CUB/SGB,Generale,SCIOPERO GENERALE DI TUTTI I SETTORI PUBBLICI E PRIVATI,"INTERA GIORNATA: AEREO 00.01-24.00; FERROV. DA 21.00 DEL 19/5 A 21.00 DEL 20/5; TPL 24 ORE CON MODALITA' TERRITORIALI; MARITTIMO ISOLE MAGGIORI 24 ORE DA 1 ORA PRIMA PARTENZA, ISOLE MINORI 00.01-24.00; AUTOSTRADE DA 22.00 DEL 19/5 A 22.00 DEL 20/5",Nazionale,"ADESIONE OO.SS. FISI E USB, COBAS E COBAS LP SETT. TRASPORTI - ESCLUSO PERSONALE SOC. TRENORD - GARANTITI VOLI DA E PER AEROPORTO PESCARA",25/03/2022,Italia,Tutte,25/03/2022 20:19,2022-05-20,2022-05-20
Effettuato,20/05/2022,20/05/2022,FILT-CGIL/FIT-CISL/UILT-UIL,Marittimo,PERSONALE SERVIZIO RIMORCHIO PORTUALE,ULTIME 4 ORE DI OGNI TURNO E/O PRESTAZIONE,Nazionale,null,19/05/2022,Italia,Tutte,19/05/2022 17:38,2022-05-20,2022-05-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/05/2022,20/05/2022,OSP USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. CIALONE TOUR DI FROSINONE E FIUGGI,24 ORE,Locale,null,09/05/2022,Lazio,Frosinone,09/05/2022 20:36,2022-05-20,2022-05-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/05/2022,20/05/2022,OSR CUB TRASPORTI,Aereo,PERSONALE SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,29/04/2022,Italia,Tutte,29/04/2022 10:26,2022-05-20,2022-05-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/05/2022,20/05/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE,Regionale,null,10/05/2022,Umbria,Tutte,10/05/2022 10:08,2022-05-20,2022-05-20
Effettuato,20/05/2022,20/05/2022,SBM SINDACATO DI BASE MULTICATEGORIALE,Generale,SCIOPERO GENERALE DI TUTTI I SETTORI PUBBLICI E PRIVATI DELLA PROVINCIA AUTONOMA DI TRENTO,INTERA GIORNATA; FERROVIARIO E  SETT. FERROVIARIO DELLA SOC. TRENTINO TRASPORTI: 21.00 DEL 19/5-21.00 DEL 20/5; AUTOSTRADA DEL BRENNERO: 22.00 DEL 19/5-22.00 DEL 20/5,Provinciale,null,29/04/2022,Trentino-Alto Adige,Trento,29/04/2022 17:07,2022-05-20,2022-05-20
Effettuato,20/05/2022,20/05/2022,UNICOBAS,Generale,SCIOPERO GENERALE LAVORATORI SETTORI PUBBLICI E PRIVATI,INTERA GIORNATA: DALLE 00.01 ALLE 23.59,Nazionale,ESCLUSO SETTORE TRASPORTI,08/05/2022,Italia,Tutte,09/05/2022 11:41,2022-05-20,2022-05-20
